ID,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,bait,OG_category,XENLA_GeneNames,HUMAN_GeneNames,OG_annotation,OG_category_annotation
ENOG411CS2R,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,O,"dnajb6.S, dnajb6.L","DNAJB6, DNAJB7, DNAJB3","DnaJ (Hsp40) homolog, subfamily B, member",Post-translational modification
ENOG411D1V2,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,D,mtpap.L,MTPAP,Mitochondrial poly(A) polymerase,Cell cycle control and mitosis
ENOG411CTDA,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,G,mogs.L,MOGS,mannosyl-oligosaccharide glucosidase,Carbohydrate metabolism and transport
ENOG411DAI7,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,C,surf1.L,NA,surfeit 1,Energy production and conversion
ENOG411CYZY,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,U,"tmed4.L, tmed9.L, tmed9.S","TMED9, TMED4",Transmembrane emp24 protein transport domain containing,Intracellular trafficing and secretion
ENOG411CZJW,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,J,"mrps11.L, mrps11.S",MRPS11,mitochondrial ribosomal protein S11,Tranlsation
ENOG411CXYY,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,J,mrps5.L,MRPS5,mitochondrial ribosomal protein S5,Tranlsation
ENOG411CV1S,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,J,NA,ETF1,eukaryotic translation termination factor 1,Tranlsation
ENOG411CYVX,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,Z,"hip1r.L, hip1r.S",HIP1R,Huntingtin interacting protein 1 related,Cytoskeleton
ENOG411DFPA,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,I,"apob.L, apob.S",NA,apolipoprotein B (including Ag(x) antigen),Lipid metabolism
ENOG411CX0V,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,O,arih1.S,ARIH1,"ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)",Post-translational modification
ENOG411CQ9N,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,S,"tacc3.S, tacc3.L",TACC3,"transforming, acidic coiled-coil containing protein 3",Function Unknown
ENOG411CS1E,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,Z,"anln-like.1.L, anln.L",ANLN,"Anillin, actin binding protein",Cytoskeleton
ENOG411CQVJ,1,2,1.4755700325732901,0.5612723946760559,0.5640392668774026,dnai2,K,mier1.S,MIER1,Mesoderm induction early response 1 homolog (Xenopus laevis),Transcription
ENOG411CWPI,19,23,1.180456026058632,0.23934429978869357,0.5604895304563515,dnai2,P,"vdac3.S, vdac3.L","VDAC2, VDAC3",Voltage-dependent anion channel,Inorganic ion transport and metabolism
ENOG411CRNS,55,62,1.1066775244299674,0.14623489539721182,0.551137363502985,dnai2,S,"vwa5a-like.S, vwa5a-like.L, loc101734365.L",VWA5A,von Willebrand factor A domain containing 5A,Function Unknown
ENOG411CY25,5,7,1.3116178067318132,0.3913473932337433,0.548080792824248,dnai2,C,NA,ETFDH,electron-transferring-flavoprotein dehydrogenase,Energy production and conversion
ENOG411CWGS,12,15,1.2107241292909046,0.2758701758138074,0.532174917569879,dnai2,O,pdia6.L,PDIA6,"Protein disulfide isomerase family A, member 6",Post-translational modification
ENOG411DFJY,12,15,1.2107241292909046,0.2758701758138074,0.532174917569879,dnai2,VW,"loc100488805.L, loc100489882.L, loc100488642.L, fcgbp.L, fcgbp.S, Xelaev18038036m.g, loc101735028.L, Xetrov90019630m.L, loc100495886.1.S, Xelaev18036483m.g",NA,Fc fragment of IgG binding protein,NA
ENOG411CZMG,12,15,1.2107241292909046,0.2758701758138074,0.532174917569879,dnai2,O,"nsf.S, nsf.L",NSF,N-ethylmaleimide-sensitive factor,Post-translational modification
ENOG411D0JX,6,8,1.2647743136342484,0.33887997333960773,0.5024891657640495,dnai2,O,NA,MGST3,microsomal glutathione S-transferase 3,Post-translational modification
ENOG411CVJG,6,8,1.2647743136342484,0.33887997333960773,0.5024891657640495,dnai2,KU,"tarbp2.S, tarbp2.L","PRKRA, TARBP2","Protein kinase, interferon-inducible double stranded RNA dependent activator",NA
ENOG411CPCE,6,8,1.2647743136342484,0.33887997333960773,0.5024891657640495,dnai2,H,"mat2a.S, mat1a.S, mat1a.L","MAT2A, MAT1A",Catalyzes the formation of S-adenosylmethionine from methionine and ATP (By similarity),Coenzyme metabolis
ENOG411CPXC,15,18,1.168159609120521,0.2242374073984849,0.47174023732675785,dnai2,J,"eif3c.S, eif3c.L","EIF3C, EIF3CL","Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation",Tranlsation
ENOG411CY4Q,7,9,1.229641693811075,0.298237988842262,0.46541892607500884,dnai2,O,"tbcd.L, tbcd.S",TBCD,tubulin folding cofactor D,Post-translational modification
ENOG411D0AM,7,9,1.229641693811075,0.298237988842262,0.46541892607500884,dnai2,C,"ndufv2.S, ndufv2.L",NDUFV2,NADH dehydrogenase ubiquinone flavoprotein 2,Energy production and conversion
ENOG411CRFF,7,9,1.229641693811075,0.298237988842262,0.46541892607500884,dnai2,K,"dnmt1.L, dnmt1.S",DNMT1,DNA (Cytosine-5)-methyltransferase 1,Transcription
ENOG411CZEY,7,9,1.229641693811075,0.298237988842262,0.46541892607500884,dnai2,OT,"capn8.S, Xelaev18026266m.g, loc100497284-like.L, Xelaev18026267m.g, Xelaev18026269m.g",CAPN8,Calpain 8,NA
ENOG411CZG9,7,9,1.229641693811075,0.298237988842262,0.46541892607500884,dnai2,U,vps35.L,VPS35,vacuolar protein sorting 35 homolog (S. cerevisiae),Intracellular trafficing and secretion
ENOG411CWA4,27,31,1.1242438343415542,0.16895497189729536,0.4576095406086558,dnai2,J,"gcn1.S, gcn1.L",GCN1,GCN1 general control of amino-acid synthesis 1-like 1 (Yeast),Tranlsation
ENOG411CTPY,16,19,1.157309829469247,0.21077514759192248,0.45494627654906866,dnai2,S,NA,PDCD6IP,Programmed cell death 6 interacting protein,Function Unknown
ENOG411CVGA,17,20,1.1476655808903367,0.19870231529134755,0.4394474133351592,dnai2,O,"loc100489027.S, Xelaev18000414m.g, Xelaev18000774m.g, Xelaev18019056m.g, loc100489027.L","CALR, CALR3",Calreticulin,Post-translational modification
ENOG411D3SZ,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,DO,dad1.L,DAD1,Defender against cell death 1,NA
ENOG411CX25,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,K,NA,POLR2C,"Polymerase (RNA) II (DNA directed) polypeptide C, 33kDa",Transcription
ENOG411CTFT,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,O,pcyox1.L,PCYOX1,Prenylcysteine oxidase 1,Post-translational modification
ENOG411CXFN,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,O,NA,METAP1,Removes the N-terminal methionine from nascent proteins (By similarity),Post-translational modification
ENOG411CRQM,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,J,rpl19.S,RPL19,ribosomal protein L19,Tranlsation
ENOG411CV90,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,U,"rab5a.L, rab5c.L, rab5a.S","RAB5C, RAB5A",member RAS oncogene family,Intracellular trafficing and secretion
ENOG411CXJU,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,O,loc100216173.L,NA,protein-L-isoaspartate O-methyltransferase,Post-translational modification
ENOG411DFNB,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,P,"Xelaev18021487m.g, Xelaev18017158m.g","SLC22A5, SLC22A4",solute carrier family 22 (organic cation,Inorganic ion transport and metabolism
ENOG411CQM2,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,S,"marc1-like.L, loc100487963.L, loc100487963.S","MARC1, MARC2, NA",Mitochondrial amidoxime reducing component,Function Unknown
ENOG411CTT5,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,Q,NA,DHRS13,Dehydrogenase reductase (SDR family) member 13,Secondary Structure
ENOG411CP9J,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,U,"cldn6.2.S, cldn4.L, cldn4.S, cldn3.S, cldn6.1.L","CLDN3, CLDN4, CLDN9, CLDN6",claudin 6,Intracellular trafficing and secretion
ENOG411CRTV,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,E,pdxdc1.S,"PDXDC2P, PDXDC1",pyridoxal-dependent decarboxylase domain containing 1,Amino Acid metabolis and transport
ENOG411CRUA,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,S,"ttc39a.L, ttc39b.S, ttc39a.S","TTC39A, TTC39B",tetratricopeptide repeat domain,Function Unknown
ENOG411CSNY,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,O,ermp1.L,ERMP1,endoplasmic reticulum metallopeptidase 1,Post-translational modification
ENOG411CYZW,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,S,"letm1.L, letm1.S",LETM1,leucine zipper-EF-hand containing transmembrane protein 1,Function Unknown
ENOG411CXWF,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,S,NA,ABHD14B,abhydrolase domain containing 14b,Function Unknown
ENOG411CR8M,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,T,ppp1r7.L,PPP1R7,protein phosphatase 1 regulatory subunit 7,Signal Transduction
ENOG411D423,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,C,"ndufa5.S, ndufa5.L",NDUFA5,"NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 5, 13kDa",Energy production and conversion
ENOG411CUK5,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,I,acadsb.L,ACADSB,"acyl-CoA dehydrogenase, short branched chain",Lipid metabolism
ENOG411D5GV,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,U,usmg5.L,NA,up-regulated during skeletal muscle growth 5 homolog (mouse),Intracellular trafficing and secretion
ENOG411CZ92,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,T,"sdcbp.S, Xelaev18046359m.g",SDCBP,syndecan binding protein (syntenin),Signal Transduction
ENOG411CQBX,2,3,1.3116178067318132,0.3913473932337433,0.42863145307757394,dnai2,A,"papolg.L, papola.L, papola.S","PAPOLG, PAPOLA",PolyA polymerase,RNA processing and modification
ENOG411CVWX,9,11,1.180456026058632,0.23934429978869357,0.40802393563146505,dnai2,J,NA,MRI1,Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1-P) (By similarity),Tranlsation
ENOG411CZRR,9,11,1.180456026058632,0.23934429978869357,0.40802393563146505,dnai2,C,vat1.L,VAT1,vesicle amine transport protein 1 homolog (T. californica),Energy production and conversion
ENOG411DGJD,9,11,1.180456026058632,0.23934429978869357,0.40802393563146505,dnai2,T,"ppp4r1.L, ppp4r1l.L, ppp4r1.S, ppp4r1l.S",NA,"phosphatase 4, regulatory subunit",Signal Transduction
ENOG411CVBZ,52,57,1.0765165017515825,0.10637043451927242,0.3851914470835541,dnai2,U,"cltc.S, cltcl1.L, cltcl1.S","CLTC, CLTCL1","Clathrin, heavy",Intracellular trafficing and secretion
ENOG411CRNZ,23,26,1.1066775244299676,0.1462348953972121,0.3660515740791852,dnai2,Q,NA,HSDL2,Hydroxysteroid dehydrogenase like 2,Secondary Structure
ENOG411CX51,3,4,1.229641693811075,0.298237988842262,0.35526851083729444,dnai2,C,"agps.S, agps.L",AGPS,alkylglycerone phosphate synthase,Energy production and conversion
ENOG411CP5N,3,4,1.229641693811075,0.298237988842262,0.35526851083729444,dnai2,K,alg8.S,ALG8,"Asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)",Transcription
ENOG411D119,3,4,1.229641693811075,0.298237988842262,0.35526851083729444,dnai2,J,mrpl1.L,MRPL1,mitochondrial ribosomal protein L1,Tranlsation
ENOG411CUGV,3,4,1.229641693811075,0.298237988842262,0.35526851083729444,dnai2,T,NA,MLEC,malectin,Signal Transduction
ENOG411CYBU,3,4,1.229641693811075,0.298237988842262,0.35526851083729444,dnai2,P,"Xelaev18035359m.g, Xelaev18013890m.g",CLNS1A,"Chloride channel, nucleotide-sensitive, 1A",Inorganic ion transport and metabolism
ENOG411CTW8,3,4,1.229641693811075,0.298237988842262,0.35526851083729444,dnai2,S,nbas.L,NBAS,Neuroblastoma amplified sequence,Function Unknown
ENOG411CXHS,3,4,1.229641693811075,0.298237988842262,0.35526851083729444,dnai2,T,f11r.S,F11R,F11 receptor,Signal Transduction
ENOG411CSXE,3,4,1.229641693811075,0.298237988842262,0.35526851083729444,dnai2,C,"tyw1.S, tyw1.L","TYW1, TYW1B",tRNA-yW synthesizing protein 1 homolog (S. cerevisiae),Energy production and conversion
ENOG411CQ5G,3,4,1.229641693811075,0.298237988842262,0.35526851083729444,dnai2,A,"crnkl1.L, crnkl1.S",CRNKL1,crooked neck pre-mRNA splicing factor-like 1 (Drosophila),RNA processing and modification
ENOG411CTVH,3,4,1.229641693811075,0.298237988842262,0.35526851083729444,dnai2,J,mrps9.L,MRPS9,mitochondrial ribosomal protein S9,Tranlsation
ENOG411CWI7,3,4,1.229641693811075,0.298237988842262,0.35526851083729444,dnai2,J,NA,EFTUD2,elongation factor Tu GTP binding domain containing 2,Tranlsation
ENOG411CSF6,12,14,1.135053871210223,0.1827607714223258,0.3469927331695819,dnai2,C,NA,ETFA,"Electron-transfer-flavoprotein, alpha polypeptide",Energy production and conversion
ENOG411CTJX,14,16,1.1148751357220412,0.15688213959672034,0.31628644011847756,dnai2,C,"dld.L, dld.S",DLD,dihydrolipoamide dehydrogenase,Energy production and conversion
ENOG411CUS9,29,32,1.082084690553746,0.11381341770483454,0.31389774579158597,dnai2,Z,"fscn2.S, fscn2.L, fscn1.S","FSCN1, FSCN2","fascin homolog 2, actin-bundling protein, retinal (Strongylocentrotus purpuratus)",Cytoskeleton
ENOG411CRE9,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,H,ppcs.L,PPCS,phosphopantothenoylcysteine synthetase,Coenzyme metabolis
ENOG411DGHE,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,S,gnb1.L,NA,"Guanine nucleotide binding protein (G protein), beta polypeptide 1",Function Unknown
ENOG411CVXR,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,L,"rpa1.L, rpa1.S",RPA1,"Replication protein A1, 70kDa",Replication and repair
ENOG411CTMU,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,C,slc25a10.L,SLC25A10,Solute carrier family 25 (Mitochondrial carrier,Energy production and conversion
ENOG411CWRS,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,S,selo.L,SELENOO,selenoprotein,Function Unknown
ENOG411CWT8,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,L,NA,RFC3,"Replication factor C (Activator 1) 3, 38kDa",Replication and repair
ENOG411CUET,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,U,"lman1.S, lman1.L",LMAN1,"lectin, mannose-binding 1",Intracellular trafficing and secretion
ENOG411CVMA,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,U,"atg3.L, atg3.S",ATG3,autophagy related 3,Intracellular trafficing and secretion
ENOG411CVT6,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,O,NA,SIRT5,"NAD-dependent lysine demalonylase and desuccinylase that specifically removes malonyl and succinyl groups on target proteins. Activates CPS1 and contributes to the regulation of blood ammonia levels during prolonged fasting acts by mediating desuccinylation of CPS1, thereby increasing CPS1 activity in response to elevated NAD levels during fasting. Has weak NAD- dependent protein deacetylase activity",Post-translational modification
ENOG411CZSG,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,OU,"tsg101.L, tsg101.S",TSG101,Tumor susceptibility gene 101,NA
ENOG411CTQU,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,U,sec22b.L,SEC22B,Vesicle-trafficking protein,Intracellular trafficing and secretion
ENOG411CZHQ,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,C,NA,NDUFS8,"NADH dehydrogenase (Ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)",Energy production and conversion
ENOG411CPX8,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,O,"vps4a-like.S, vps4b.L","VPS4B, VPS4A, NA",vacuolar protein sorting 4 homolog,Post-translational modification
ENOG411CTUP,4,5,1.180456026058632,0.23934429978869357,0.30715128444444906,dnai2,J,mrpl19.S,MRPL19,Mitochondrial ribosomal protein L19,Tranlsation
ENOG411CP4R,15,17,1.1066775244299676,0.1462348953972121,0.3029766776382572,dnai2,O,usp14.L,USP14,ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase),Post-translational modification
ENOG411CT9H,16,18,1.0994443379957846,0.1367745661481455,0.29076149637133114,dnai2,C,NA,NDUFV1,NADH dehydrogenase (ubiquinone) flavoprotein 1,Energy production and conversion
ENOG411CT17,17,19,1.0930148389431777,0.12831298739994956,0.2794893923499475,dnai2,F,prps2.S,"PRPS1, PRPS2",Ribose-phosphate pyrophosphokinase,Nucleotide metabolism and transport
ENOG411CSV8,5,6,1.1476655808903367,0.19870231529134755,0.27225094734893496,dnai2,I,"lypla2.L, lypla2.S, lypla1.S","LYPLA1, LYPLA2",lysophospholipase,Lipid metabolism
ENOG411CR74,5,6,1.1476655808903367,0.19870231529134755,0.27225094734893496,dnai2,O,"loc101730645-like.S, gstk1.L",GSTK1,glutathione S-transferase kappa 1,Post-translational modification
ENOG411CWQQ,5,6,1.1476655808903367,0.19870231529134755,0.27225094734893496,dnai2,J,NA,RPL27A,Ribosomal protein L27a,Tranlsation
ENOG411DFF5,5,6,1.1476655808903367,0.19870231529134755,0.27225094734893496,dnai2,A,hnrnpdl.S,NA,Heterogeneous nuclear ribonucleoprotein D-like,RNA processing and modification
ENOG411D1XK,5,6,1.1476655808903367,0.19870231529134755,0.27225094734893496,dnai2,A,rtca.L,RTCA,RNA 3'-terminal phosphate cyclase,RNA processing and modification
ENOG411CRDQ,5,6,1.1476655808903367,0.19870231529134755,0.27225094734893496,dnai2,J,NA,EIF3G,Component of the eukaryotic translation initiation factor 3 (eIF-3) complex (By similarity),Tranlsation
ENOG411CPA9,19,21,1.082084690553746,0.11381341770483454,0.259302413234308,dnai2,J,rpl12.L,RPL12,Ribosomal protein L12,Tranlsation
ENOG411CSSF,6,7,1.1242438343415542,0.16895497189729536,0.2453032072111943,dnai2,C,atp6v1h.S,ATP6V1H,"ATPase, H transporting, lysosomal 50 57kDa, V1 subunit H",Energy production and conversion
ENOG411CPHB,6,7,1.1242438343415542,0.16895497189729536,0.2453032072111943,dnai2,S,"ndrg4.S, ndrg4.L, ndrg1.L","NDRG1, NDRG3",N-myc downstream regulated 1,Function Unknown
ENOG411CUJY,6,7,1.1242438343415542,0.16895497189729536,0.2453032072111943,dnai2,U,"lrba.S, Xetrov90006664m.L, lrba.L, Xetrov90006664m.S","NBEA, LRBA","LPS-responsive vesicle trafficking, beach and anchor containing",Intracellular trafficing and secretion
ENOG411CXSV,22,24,1.069253646792239,0.09660412767261141,0.23362422513183514,dnai2,C,atp5c1.S,ATP5F1C,"Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(1) domain and the central stalk which is part of the complex rotary element. The gamma subunit protrudes into the catalytic domain formed of alpha(3)beta(3). Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits",Energy production and conversion
ENOG411D3UG,7,8,1.1066775244299676,0.1462348953972121,0.22358758793661265,dnai2,S,loc100495756-like.L,NA,NA,Function Unknown
ENOG411CSU0,7,8,1.1066775244299676,0.1462348953972121,0.22358758793661265,dnai2,C,dlst.L,DLST,Dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),Energy production and conversion
ENOG411CX94,7,8,1.1066775244299676,0.1462348953972121,0.22358758793661265,dnai2,S,ttc27.L,TTC27,Tetratricopeptide repeat domain 27,Function Unknown
ENOG411DEYG,7,8,1.1066775244299676,0.1462348953972121,0.22358758793661265,dnai2,A,wdr77.S,NA,WD repeat domain 77,RNA processing and modification
ENOG411CRYB,7,8,1.1066775244299676,0.1462348953972121,0.22358758793661265,dnai2,KO,"huwe1.L, huwe1.S",HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",NA
ENOG411CW7B,25,27,1.0593836131295415,0.08322509787141157,0.21204090090691458,dnai2,E,lap3.L,LAP3,Leucine aminopeptidase 3,Amino Acid metabolis and transport
ENOG411CWD9,8,9,1.0930148389431777,0.12831298739994956,0.20553617988258863,dnai2,O,"trap1.L, trap1.S",TRAP1,TNF receptor-associated protein 1,Post-translational modification
ENOG411CZ4D,31,33,1.0451954397394139,0.0637727352052392,0.1772595926833795,dnai2,J,NA,DARS,aspartyl-trna synthetase,Tranlsation
ENOG411CYS8,10,11,1.0731418418714835,0.10184077603875842,0.17685165925392932,dnai2,E,sardh.L,SARDH,sarcosine dehydrogenase,Amino Acid metabolis and transport
ENOG411CYXV,10,11,1.0731418418714835,0.10184077603875842,0.17685165925392932,dnai2,E,nfs1.L,"NA, NFS1",NFS1 nitrogen fixation 1 homolog (S. cerevisiae),Amino Acid metabolis and transport
ENOG411CTFH,10,11,1.0731418418714835,0.10184077603875842,0.17685165925392932,dnai2,J,"mars.L, Xetrov90006328m.L, Xetrov90006328m.S",MARS,methionyl-tRNA synthetase,Tranlsation
ENOG411CSY9,11,12,1.0656894679695983,0.09178711137483554,0.16512850206423402,dnai2,U,"sec24d-like.1.L, sec24d-like.2.S, sec24d-like.2.L, sec24d-like.1.S","SEC24C, SEC24D","SEC24 family, member",Intracellular trafficing and secretion
ENOG411CYYH,11,12,1.0656894679695983,0.09178711137483554,0.16512850206423402,dnai2,Y,nolc1.L,NOLC1,nucleolar and coiled-body phosphoprotein 1,Nuclear structure
ENOG411CYN2,11,12,1.0656894679695983,0.09178711137483554,0.16512850206423402,dnai2,J,eif3e.L,EIF3E,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation. Required for nonsense- mediated mRNA decay (NMD)",Tranlsation
ENOG411CSAG,11,12,1.0656894679695983,0.09178711137483554,0.16512850206423402,dnai2,K,"Xelaev18035694m.g, Xelaev18005939m.g",YBX1,Y box binding protein 1,Transcription
ENOG411CSWJ,11,12,1.0656894679695983,0.09178711137483554,0.16512850206423402,dnai2,G,"gys1.S, gys1.L","GYS1, GYS2",glycogen synthase,Carbohydrate metabolism and transport
ENOG411CXTN,11,12,1.0656894679695983,0.09178711137483554,0.16512850206423402,dnai2,BD,"nap1l1.S, nap1l4.S","NAP1L1, NAP1L4",nucleosome assembly protein 1-like,NA
ENOG411CSK3,12,13,1.0593836131295415,0.08322509787141157,0.15468389943924246,dnai2,EIOV,"Xelaev18029563m.g, rnpep.L, Xelaev18027436m.g, rnpepl1.L","RNPEPL1, RNPEP",arginyl aminopeptidase (aminopeptidase,NA
ENOG411CSPS,12,13,1.0593836131295415,0.08322509787141157,0.15468389943924246,dnai2,B,rbbp7.S,"RBBP4, RBBP7",retinoblastoma binding protein,Chromatin Structure and dynamics
ENOG411CP66,12,13,1.0593836131295415,0.08322509787141157,0.15468389943924246,dnai2,L,lig1.L,LIG1,"Ligase I, DNA, ATP-dependent",Replication and repair
ENOG411CYWS,12,13,1.0593836131295415,0.08322509787141157,0.15468389943924246,dnai2,O,psmd13.S,PSMD13,"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 13",Post-translational modification
ENOG411CS9Z,13,14,1.053978594695207,0.07584556750581375,0.14528233940756724,dnai2,U,"snx9.L, snx9.S",SNX9,Sorting nexin 9,Intracellular trafficing and secretion
ENOG411CV35,40,42,1.0316993723683168,0.04502264403891412,0.13820819340669738,dnai2,C,"pdhx.L, pdhx.S, dlat.S","PDHX, DLAT",pyruvate dehydrogenase complex component X,Energy production and conversion
ENOG411CYGS,14,15,1.0492942453854506,0.06941929834638096,0.13674558715122562,dnai2,Z,"ckap5.L, ckap5.S",CKAP5,Cytoskeleton associated protein 5,Cytoskeleton
ENOG411CRYY,14,15,1.0492942453854506,0.06941929834638096,0.13674558715122562,dnai2,U,kpna6.S,"KPNA6, KPNA5",Importin subunit alpha,Intracellular trafficing and secretion
ENOG411CQJT,14,15,1.0492942453854506,0.06941929834638096,0.13674558715122562,dnai2,O,"loc100488028-like.L, loc101734319.L, loc101734319.S, colgalt1.L","COLGALT2, COLGALT1, CERCAM",glycosyltransferase 25 domain containing,Post-translational modification
ENOG411CWP1,15,16,1.0451954397394139,0.0637727352052392,0.1289358674150228,dnai2,H,fech.S,FECH,Catalyzes the ferrous insertion into protoporphyrin IX (By similarity),Coenzyme metabolis
ENOG411CWIP,21,22,1.0284275984601716,0.04044023137461496,0.09253284073983765,dnai2,O,fkbp10.S,FKBP10,"FK506 binding protein 10, 65 kDa",Post-translational modification
ENOG411CVR3,24,25,1.0230618892508143,0.03289342232126696,0.07874389418557408,dnai2,J,"eif3a.L, eif3a.S",EIF3A,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation",Tranlsation
ENOG411CPNE,84,86,1.0068595516382448,0.009862453665925973,0.033418612295787214,dnai2,J,"eprs-like.L, eprs-like.S",EPRS,Glutamyl-prolyl-tRNA synthetase,Tranlsation
ENOG411CTRV,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,I,nup188.S,NUP188,Nucleoporin 188kDa,Lipid metabolism
